,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/stan/istra-umag-ekskluzivni-stan-sa-velikom-okucnicom,Umag,Za prodaju,Stan/Apartman,3,,3,215.750 € (1.602.121 kn),85 ,,2019 god.,dovršena,moderan,A+,ne,ne,nenamještena,,,,,,da,2,da,,ne,ne,zelene površine,300-500m,Ne,"Istra, Umag ekskluzivni stan sa velikom okućnicom (ID: 300441007-96)","
                        Moderna stambena zgrada građena vrhunskim materijalima na odličnoj lokaciji svega 10-tak minuta pješice od mora. Od centra grada Umaga je 4km udaljenosti. Stan je veličine 85m sa vlastitim vrtom od 135m. Koncepiran je od  prostranoga dnevnoga boravka, kuhinje sa blagavaonicom, 2 spavaće sobe te terase i okućnice. Mogućnost je kupnje dodatnoga prostora u podrumu zgrade te povezati taj prostor direktno sa stanom unutarnjim stepeništem. Stanu pripadaju 2 natkrivena parkirna mjesta a grijanje je podno na struju te klima jedinice. Zgrada se nalazi na mirnoj poziciji a nadomak mora i svih bitnih sadržaja. Kupnjom ove nekretnine kupac ne plaća porez na promet nekretnina.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Balkon/lođa/terasa', 'Etažno podno', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Jug', 'Zapad', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",2,,135 ,,,ima,nema,vlastiti,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/poslovni-prostor-80-umag,Umag,Za prodaju,Poslovni prostor,2,,,89.900 € (667.581 kn),81 ,,2009 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,Ured,da,da,monofazna,da,2,ne,ne,ne,ne,,300-500m,Ne,Poslovni prostor 80 Umag (ID: 300441004-127),"
                        U prodaji ured u Umagu 500 metara od centra grada
Sastoji se od uredskog prostora veličine 24,30 m², skladišnog prostora u podrumu od cca 40 m², natkrivene terase od 10,66 m², otkrivene terase od 3 m² i WC-a. Poslovni prostor ima ukupno 80 m². Pod je obložen u pločice i djelom u  parketu, grijanje etažno centralno na plin, hlađenje klima. Struja i voda odvojeni. Poslovni prostor ima na korištenje 2 parkirna mjesta. 

","['Spremište', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Plin', 'Pričuva', 'Komunalije', 'Klasično', 'Etažno centralno', 'Klima uređaj', 'Struja', 'Plin', 'djelomično otvoren pogled', 'Jug', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",,1,,14 ,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/istra-umag-poslovni-prostor-65,Umag,Za prodaju,Poslovni prostor,3,,,89.000 € (660.898 kn),65 ,,2009 god.,dovršena,klasičan,U izradi,ne,da,namještena,,Ured,da,da,monofazna,da,2,ne,ne,ne,ne,,300-500m,Ne,"Istra, Umag, Poslovni prostor 65 (ID: 300441004-126)","
                        Ured na prodaju u Umagu, pored trgovačke zone Marketi, 500 metara od centra grada.
Sastoji se od uredskog prostora veličine 33,95 m², skladišnog prostora u podrumu od 16,51 m², WC-a i spremišta.
Poslovni prostor ima ukupno kvadrature 64,78 m². Na podu su pločice, grijanje je  etažno centralno na plin, a hlađenje je na klimu.
Struja i voda odvojeni te režijski troškovi su odvojeni. Poslovni prostor ima na korištenje 2 parkirna mjesta. 
Prodaje se namješteno.                    ","['Struja', 'Voda', 'Grijanje', 'Plin', 'Pričuva', 'Komunalije', 'Klasično', 'Klima uređaj', 'Struja', 'Plin', 'djelomično otvoren pogled', 'Jug', 'Istok', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",,1,,,,,,,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-umag-moderni-stan-sa-vrtom-od-75m,Umag,Za prodaju,Stan/Apartman,3,,3,206.750 € (1.535.289 kn),85 ,,2019 god.,dovršena,moderan,A+,ne,ne,nenamještena,,,,,,da,2,da,,ne,ne,zelene površine,300-500m,Ne,"Istra, Umag moderni stan sa vrtom od 75m (ID: 300441007-95)","
                        Stan veličine 85m sa vlastitim vrtom od 75m. Nekretnina se nalazi na vrhunskoj lokaciji 10-tak minuta pješice od mora. Zgrada je rađeno od vrhunskih materijala, moderno sa ravnom krovnom konstrukcijom. Stan je koncepiran od kuhinje sa dnevnim boravkom, blagavaonicom, 2 spavaće sobe, kupaonice te prostranom terasom i vrtom. Mogućnost dobivanja još jedne spavaće ukoliko za to postoji potreba te mogućnost kupnje dodatnoga prostora u podrumu zgrade koji se može iskoristiti za vlastiti welness ili fitness te tako dobiti dodatnu komociju i komfor a može biti i direktno povezano sa stanom ,unutarnjim stepeništem. Pozornost je usmjerena na specifičnost lokacije pa se koriste lokalni materijali, kamen kako bi zgrada nosila autentičnost okoline. Grijanje je podno na struju, te klima jedinice. Stanu pripadaju i 2 natkrivena parkirna mjesta.                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Etažno podno', 'Klima uređaj', 'Struja', 'otvoren pogled', 'Jug', 'Istok', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",2,1,75 ,,,ima,nema,vlastiti,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-barban-gradevinsko-zemljiste2,"Grandići, Barban",Za prodaju,Građevinsko zemljište,,,,36.500 € (271.043 kn),700 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra, Barban, građevinsko zemljište  (ID: 300041090-47)","
                        Istra, Barban, građevinsko zemljište u selu blizu Barbana. Prodaje se 700 građevinskog zemljišta blizu Barbana idealno za gradnju obiteljske kuće, ali i za bavljenje turizmom. Parcela je odlično pozicionirana te se u okolini nalaze kuće za odmor. Zemljište ima prekrasan pogled na prirodu,a infrastruktura je u samoj blizini. Ova nekretnina bi mogla biti interesantna investitorima sa dugoročnom vizijom u turističke svrhe, ali i onima koji žele gradit obiteljsku kuću daleko od gradske vreve.                    ","['Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Sjever', 'Jug', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,građevinsko,700 ,1 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/poslovni-prostor/turisticki-objekti/istra-jursici-turisticki-objekt-sa-7-vila,"Juršići, Svetvinčenat",Za prodaju,Hoteli i pansioni,,,,2.600.000 € 2.250.000 € (16.708.102 kn),10.032 ,,2012 god.,dovršena,moderan,B,ne,da,namještena,,Stambeno / poslovna / ugostiteljska,ne,da,trofazna,da,,da,da,ne,ne,,više od 1km,Ne,"Istra, Juršići, Turistički objekt sa 6 vila (ID: 300041091-24)","
                        Istra, Juršići, Turistički objekt sa 6 vila

Na prodaju je uhodan posao šest luksuznih vila. Vile su izgrađene 2013. godine na 10.032  privatnog zemljišta, Vile se nalaze 5 km od Vodnjana, 15 km od Pule i 23 km od Rovinja. Netaknuta priroda i šume izvrsno su polazište za biciklizam, izlete i druge sportske aktivnosti.

Luksuzno naselje od 6 vila, gdje je svaka vila drugačija. Zbog svog okruženja vile nude privatnost i mir. Sve vile su izgrađene 2013. godine i predstavljaju vrhunski toskanski dizajn. Vile nude udoban smještaj za 6 - 10 i imaju visoku stopu popunjenosti tokom godine.

Vile su od cca. 250 do 350 , sastoje se od 3 ili 4 spavaćih soba i kupaonica, svaka vila nudi: modernu kuhinju, dnevni boravak, blagovaonicu, kamin, vinski podrum, malu knjižnicu, radnu sobu, te sauna i jaccuzi. Vanjski prostori su: ljetna kuhinja s roštiljem, blagovaonica uz bazen (36 ) i natkriveno parkiralište.

Pored vila tu je i sedmi objekat - konoba (mogućnost dodatne manje vile ili restorana) i manji sportski park. 

Izuzetna ponuda luksuznih vila na idiličnoj lokaciji. Preporučujem svim ozbiljnim investitorima.                    ","['Struja', 'Voda', 'Komunalije', 'Klima uređaj', 'Struja', 'Solarni paneli', 'nema otvoren pogled', 'Jug', 'Istok', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,,,,,,,,,,5kw (po vili) kWh,,,
http://www.remax-svijetnekretnina.com/stan/pula-stoja-penthouse-prvi-red-do-mora,"Stoja, Pula",Za prodaju,Stan/Apartman,4,,2,480.000 € (3.564.395 kn),139 ,nema okućnice,2019 god.,nedovršena,moderan,U izradi,ne,ne,nenamještena,,,,,,da,,ne,ne,da,da,more,1. red,Ne,"Pula, Stoja, penthouse prvi red do mora (ID: 300041056-246)","
                        Penthouse se nalazi na jedinstvenoj lokaciji u Puli, naselje Stoja. Sastoji se od ulaznog hodnika, dnevnog boravka sa kuhinjom i blagovaonom, drugog hodnika, tri spavaće sobe, dva kupatila  i tri terase(jedna je krovna) + tri garažna mjesta.  Ova nekretnina se nalazi u zgradi sa svega tri stana, svaka etaža je jedan stan, te nudi potpuni luksuz i komfort. Grijanje je podno na vodu(gradski plin). Također, nekretnina je opremljena klima uređajima za hlađenje. Postoji priprema i mogućnost ugradnje lifta u zgradi ukoliko je kupac zainteresiran. Lokacija je idealna za potpuni odmor jer se nalazi 1.red do mora(15 m more, 30 m plaža) i okružena je zelenilom. Iz nekretnine se pruža otvoreni pogled na more. Rok završetka radova je svibanj/lipanj 2019.                     ","['Centralno', 'Etažno podno', 'Klima uređaj', 'Struja', 'Drva', 'Plin', 'Voda', 'Struja', 'Plin', 'Kanalizacija', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U mirnoj ulici', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",3,,,100 ,nema,ima,nema,nema,,,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-visnjan-gradevinsko-zemljiste-sa-pogledom-na-more1,"Anžići, Višnjan",Za prodaju,Građevinsko zemljište,,,,115.000 € (853.970 kn),1.615 ,,,,,,,,,,,,,,,,,,,da,more,više od 1km,,"Istra, Višnjan, građevinsko zemljište sa pogledom na more (ID: 300441010-4)","
                        Građevisko zemljište sa otvorenim pogledom na more.
Zemljište posjeduje struju i vodu u neposrednoj blizini čestice te kanalizacijsku mrežu na parceli.
Pogodno za izgradnju višestambenog objekta ili apartmanske kuće.
Zemljište je također moguće podijeliti na dvije manje parcele.                      ","['Kanalizacija', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Zapad', 'U blizini glavne ceste / autoputa']",,,,,,,,,,,,građevinsko,1615 ,"0,0 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-visnjan-gradevinsko-zemljiste-sa-pogledom-na-more,"Deklevi, Višnjan",Za prodaju,Građevinsko zemljište,,,,255.000 € (1.893.585 kn),3.629 ,,,,,,,,,,,,,,,,,,,da,more,više od 1km,,"Istra, Višnjan, građevinsko zemljište sa pogledom na more (ID: 300441010-7)","
                        Veliko građevinsko zemljište pogodno za gradnju višestambenog objekta, apartmanske kuće ili više manjih objekata-obiteljskih kuća.
Parcela ima pristup glavnoj cesti,struja i voda nazale se u neposrednoj blizini, a kanalizacijska mreža na samoj parceli.
Nekretnina je u fazi parceliranja te ju je moguće kupiti kao manju parcelu ili cijelinu.                    ","['Kanalizacija', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Zapad', 'Predgrađe', 'U blizini glavne ceste / autoputa']",,,,,,,,,,,,stambena,3629 ,"0,0 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istrarovinjsko-selomoderna-villa-za-iznajmljivanje,"Rovinjsko Selo, Rovinj",Za prodaju,Kuća/Vikendica,10,4,2,550.000 € (4.084.203 kn),650 ,,2014 god.,dovršena,moderan,A+,,da,nenamještena,,,,,,da,2,ne,,ne,ne,,više od 1km,Ne,"Istra,Rovinjsko Selo,Moderna villa za iznajmljivanje (ID: 300041092-26)","
                        Istra,Rovinjsko Selo,Moderna vila za iznajmljivanje

U Rovinjskom Selu 7km od mora,prodaje se savršena moderna villa.
Sagrađena je 2014god,luksuzno je uređena.
Ova se predivna i funkcionalna villa proteže na 2 etaže ukupne površine 200 Tu je iodvojeni apartman od 25.
Tu se nalazi i bazen površine 40 uz kojeg su smještene ležaljke i sve što je potrebno za uživanje.
Villa je okružena pitomo sređenim vrtom.

Tu se nalaze i parkirna mjesta za 3 vozila.

Ova villa za odmor kategorizirana je sa 5 zvijezdica i spremna je za tekuću sezonu.

Cijena je 550 000eura.
","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Klasično', 'Struja', 'djelomično otvoren pogled', 'Istok', 'U mirnoj ulici', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine']",4,4,400 ,12 ,,ima,vlastiti,,samostojeća,120 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istrarovinjstari-grad-za-renovirati-prilika-55-90-000eura,Rovinj,Za prodaju,Stan/Apartman,4,1,3,99.000 € (735.156 kn),55 ,nema okućnice,1900 god.,dovršena,klasičan,U izradi,ne,ne,nenamještena,,,,,,ne,,ne,ne,ne,ne,,2. red,Ne,"Istra,Rovinj,stari grad-za renovirati-PRILIKA-55 90 000eura (ID: 300041092-25)","
                        Istra,Rovinj,stari grad-PRILIKA-55

Prodaje se stan u starom gradu u Rovinju.
Nalazi se u jednoj od najljepših ulica u starom gradu,udaljen samo 100m od mora i svih sadržaja.
Stan se nalazi na 3. ujedno i zadnjem  katu.
Sastoji se od hodnika,2 spavaće sobe,kupatila,dnevnog boravka i kuhinje.
Potrebna je kompletna renovacija.

Jako dobra investicija,trenutno jedna od jeftinijih nekretnina u Rovinju.
Renovacijom bi se dobio vrlo lijepi apartrman za iznajmljivanje,ili kvalitetna nekretnina za življenje.

cijena je 99 000eura                    ","['Struja', 'Voda', 'nema', 'Struja', 'Voda', 'Struja', 'djelomično otvoren pogled', 'Istok', 'Centar', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže']",2,,,,nema,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/brtoniglakuca-za-adaptaciju,"Fiorini, Brtonigla",Za prodaju,Kuća/Vikendica,3,1,1,99.000 € (735.156 kn),160 ,,prije 1968 god.,dovršena,autohtoni,U izradi,ne,ne,namještena,,,,,,da,2,ne,ne,ne,ne,,više od 1km,Ne,"Brtonigla,kuća za adaptaciju (ID: 300441010-5)","
                        U mirnom mjestu nedaleko od mora u okolici Brtonigle nalazi se kuća dvojnica sa okućnicom za kompletnu adaptaciju.
Zbog lokacije i blizine mora kuća pruža veliki potencijal kao za obiteljsku kuću tako i za bavljenje turizmom.
Kuća se prostire na dvije etaže sa zasebnim ulazima, pa je stoga moguće napraviti dva zasebna stana.



","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Komunalije', 'Klasično', 'Drva', 'Voda', 'Struja', 'djelomično otvoren pogled', 'Sjever', 'Istok', 'U blizini glavne ceste / autoputa']",2,1,151 ,,,ima,,,dvojna,80 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-svetvincenat-villa-za-odmor-s-bazenom,Svetvinčenat,Za prodaju,Kuća/Vikendica,8,,2,375.000 € (2.784.684 kn),198 ,,2016 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,,,,,da,6,ne,da,ne,ne,Svetvinčenat,više od 1km,Ne,"ISTRA, SVETVINČENAT - Villa za odmor s bazenom (ID: 300041093-52)","
                        Svetvinčenat, Savičenta i San Vincenti, tri su naziva istog mjesta, kojima je polazište u imenu zaštitnika, hispanskog mučenika sv. Vincencija po kojemu nosi naziv jedna od pet crkvi koje se nalaze u mjestu.

Renesansni gradić Svetvinčenat, jedan je od istarskih dragulja sa bogatom turističkom ponudom te brojnim manifestacijama koje se odigravaju u izvanredno atraktivnim povijesnim prostorima ovog gradića. Savičentu krasi renesansni trg “Placa” sa kaštelom Morosini-Grimani, simbolom samog mjesta i jednim od najvažnijih utvrda mletačke vojske tog vremena u Istri. Važan dio kulturne baštine Svetvinčenta su očuvani te iznimno cijenjeni ostaci zidnih fresaka koje se nalaze u crkvici sv. Vincenta u blizini gradskog groblja te u crkvi sv. Katarine.

Ovaj poseban gradić s bogatom tradicijom, svojim zanimljivim i raznolikim programima od koji su najistaknutiji Srednjovjekovni festival, Festival sira te Festival plesa i neverbalnog kazališta svake godine privlači brojne posjetitelje.

Nedaleko stare jezgre smještena je ova šarmantna vila za odmor s bazenom. Villa je sagrađena 2016. i projektirana od strane poznatog istarskog arhitekta i dezajnera. Prostire se kroz 198 na 2 etaže. Prizemlje čine dnevni boravak, kuhinja i blagovaona otvorenog tipa s izlazom na terasu i dvorište. Na istoj etaži se nalaze sauna i wellness s tušem gdje je postavljeno i podno grijanje. Po želji kupca ta soba može poslužiti i u druge svrhe.  U prizemlju su dodatno wc i mala ostava koja u naravi služi kao praonica no može biti iskorištena i u druge svrhe. Stubištem se dolazi na gornji kat koji se sastoji od 2 sobe s vlastitom kupaonom s podnim grijanjem, koje imaju izlaz na vlastiti balkon s kojeg se pruža predivni pogled na stari grad Svetvinčenat. 
U dvorištu koji broji 850 se nalaze ljetna kuhinja, bazen od 32 (8m x 4m), vrt i parkirna mjesta za 2 auta. Uskoro kreće i proširivanje okućnice za dodatnih 200 u kojem će biti još dodatna 4 parkirna mjesta i igralište za djecu. Kuća ima sustav alarma te pripremu za solarne kolektore dok su grijanje putem kamina i norveških radiatora: kuća je također opremljena klima uređajima. 
Važno je napomenuti kako je kuća sagrađena za vlastite potrebe stoga su korišteni izuzetno visokokvalitetni materijali i sve je kvalitetno dezajnirano na način da kuća ima svoju priču. 
U funkciji je rente te je kategorizirana s 4 zvjezdice s neto iznad prosječnim godišnjim prihodima.

Vlasništvo i dokumentacija su uredni. Budući vlasnik preuzima izvrsnu nekretninu i već dobro uhodan unosni posao. 
Nekretnina je stvarno vrijedna pažnje!!                    ","['Kupaonica sa prozorom', 'Kuhinja', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Klasično', 'Etažno podno', 'Klima uređaj', 'Struja', 'Drva', 'Solarni paneli', 'Norveški radijatori', 'Voda', 'Struja', 'Septička jama', 'Internet', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U blizini centra', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume', 'U blizini jezera/rijeke/potoka']",2,3,850 ,,,ima,,,samostojeća,151 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-medulin-kuca-s-dva-stana-70m-od-mora,Medulin,Za prodaju,Kuća/Vikendica,6,,2,280.000 € 250.000 € (1.856.456 kn),172 ,,2010 god.,dovršena,moderan,B,ne,da,namještena,,,,,,da,,ne,da,ne,da,,2. red,Da,"Istra, Medulin, Kuća s dva stana 2.RED DO MORA! (ID: 300041091-22)","
                        Istra, Medulin, Kuća s dva stana 2.RED DO MORA!

Prodaje se kuća s dva stana, na odličnoj lokaciji, svega 70m od mora u mirnom okruženju, sa parkingom, ukupne površine 172.

Oba stana imaju jednaku raspodjelu prostora. Dvije spavaće sobe, kupaonica s WC-om, kuhinja s blagovaonom, dnevni boravak, spremište i terasa. Oba apartmana imaju zaseban ulaz.
Svaki apartman ima osigurano parkirno mjesto ispred kuće, a donji apartman ima i ljetnu kuhinju.

Nekretnina je kategorizirana i prodaje se u potpunosti namještena. Odlična investicija!                     ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Komunalije', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'djelomično otvoren pogled', 'nema otvoren pogled', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",4,2,55 ,,,nema,,,dvojna,86 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/pomer-prekrasno-gradevinsko-zemljiste-1005-,"Pomer, Medulin",Za prodaju,Građevinsko zemljište,,,,105.500 € (783.424 kn),1.005 ,,,,,,,,,,,,,,,,,,,ne,,300-500m,,"POMER, PREKRASNO GRAĐEVINSKO ZEMLJIŠTE 1005   (ID: 300041048-353)","
                        Pomer, građevinsko zemljište 1005  idealno za gradnju obiteljske kuće ili kuće za odmor. Nalazi se do asfalta u mirnom dijelu Pomera, nedaleko od mora i šume. Infrastruktura je u blizini zemljišta.                     ","['djelomično otvoren pogled', 'Jug', 'Predgrađe', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,Stambena,1005 ,000 ,,,,,,,,,,
